headline,text,label
Russian strikes leave 10 million Ukrainians without power as temperatures plummet,"More than 10 million Ukrainians were without power after another wave of Russian strikes on critical infrastructure, as concerns over Ukraine's power supply grew as winter began to set in across the country.",national
"No water, power or internet -- only euphoria in newly liberated Kherson","For months, residents of the Ukrainian city of Kherson have been living under brutal Russian occupation. But on Friday, Ukrainian forces swept into the city Friday and Russian troops retreated to the east.",national
US women's gymnastics team wins historic gold medal at world championships in Liverpool,The US women's gymnastics team has claimed a record-breaking sixth world championships gold medal in a row -- even without Simone Biles.,national
"Fake Facebook and Instagram accounts promoting US interests had ties to US military, Meta says","People ""associated with the US military"" were likely behind a network of phony Facebook and Instagram accounts that promoted US interests abroad by targeting audiences in Afghanistan and Central Asia, Facebook parent firm Meta said Tuesday.",national
Russian mercenaries jockey for influence amid military struggles in Ukraine,"One of Russian President Vladimir Putin's closest allies is using dissent around the war in Ukraine to jockey for increased influence inside the Kremlin, US and European officials said, offering a rare glimpse at the brewing tension among Putin allies and how…",national
Senior Russian-appointed official in occupied Kherson killed in 'road accident',"Kirill Stremousov, a Ukrainian who was quick to side with the Russian occupation when Kherson fell early in the invasion, had become one of the most vocal and outspoken of Russian appointees.",national
Russia's war in Ukraine,President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Ukraine in a video speech to G20 leaders. Follow live updates here.President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Uk,national
Why Arabs and Muslims feel stung by coverage of the Qatar World Cup,This year's World Cup is certainly like no other before it. It is the first to be held in a Muslim country and Qatar has gone a long way to give the event a distinctly Arab and Muslim flavor.,national
Biden admin divided over path ahead for Ukraine as top US general Milley pushes for diplomacy,"During internal conversations about the war in Ukraine, America's top general, Chairman of the Joint Chiefs of Staff Mark Milley, has in recent weeks led a strong push to seek a diplomatic solution as fighting heads toward a winter lull.",national
Russia's war in Ukraine,Russian forces have withdrawn from Ukraine's Kherson region west of the Dnipro River. Ukrainians celebrated in the streets of the liberated regional capital. Follow live updates here.Russian forces have withdrawn from Ukraine's Kherson region west,national
Russia's State Duma passes amendments to 'LGBT propaganda' law,"Russia's lower house of parliament passed in the third reading amendments to a law on so-called ""LGBT propaganda"" on Thursday, expanding liability to all ages.",national
"Two deaths reported in Polish border town, as a wave of Russian missiles hit Ukraine | CNN","Projectiles have reportedly killed two people after hitting a farm in Poland near the border with Ukraine on Tuesday, according to Polish media.",national
Russia's war in Ukraine,"The Zaporizhzhia nuclear power plant has again been disconnected from Ukraine's power grid due to Russian shelling that damaged the remaining high voltage lines, state nuclear firm Energoatom said in a statement Thursday. Follow live updates here.The",national
Putin signs law to mobilize Russian citizens convicted of serious crimes,"Russian President Vladimir Putin has signed a law to conscript citizens with unexpunged or outstanding convictions for murder, robbery, larceny, drug trafficking and other serious crimes under the Criminal Code of the Russian Federation to be called up for mi…",national
Unconfirmed Liz Truss phone hack report prompts calls for investigation,The UK government is facing calls to investigate after an unconfirmed media report claimed former British Prime Minister Liz Truss' phone was hacked while she was foreign secretary.,national
"In newly liberated villages, Ukrainian investigators uncover horrific claims of Russian sexual violence","Day after day, in town after town, a police officer and prosecutor go door to door in Ukraine's Kherson region.",national
Biden aims to assert American leadership abroad at UN climate summit and G20,"It's a story President Joe Biden tells at nearly every opportunity: last year, meeting his new counterparts at his first international summit, he proudly informed them, ""America is back.""",national
"5 things to know for November 8: Election Day, Twitter, Storm watch, Ukraine, Uvalde",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
Ukrainian women on the front line struggle to find uniforms that fit. One couple aims to fix that,A Ukrainian couple has set up an initiative to procure equipment and uniforms that work better for women in the country's armed forces.,national
"Among the mangroves, Biden cultivates diplomacy","President Joe Biden capped off a consequential week of meetings with his foreign counterparts abroad -- in which discussions centered on Russia's ongoing war in Ukraine, climate change's existential threat to the Earth and a pandemic that has unleashed food, …",national
"After liberation, Kherson's residents now face severe shortages and threat from mines","Residents of the newly liberated city of Kherson are almost without water and face shortages of bread and medicines, officials warned, as efforts continued Sunday to remove mines and restore critical infrastructure following the withdrawal of Russian forces.",national
Biden steps into G20 aiming to unite leaders in opposition to Russia's war on Ukraine,"President Joe Biden is confronting competing issues at home and abroad while he's at the Group of 20 Summit in Bali this week, using the moment on the world's stage to lean into international support for condemning Russia's aggression while also facing the pr…",national
"Ukraine suffered a comms outage when 1,300 SpaceX satellite units went offline over funding issues","Ukraine's fears that its troops  may lose access to Elon Musk's crucial Starlink internet service deepened in the past week after 1,300 of the military's satellite units went offline, according to  two sources familiar with the outage.",national
"China could have 1,500 nuclear warheads by 2035: Pentagon report","China's stockpile of nuclear warheads has surpassed 400 in a fraction of the time previously estimated by the United States, a major Pentagon report revealed, with Beijing focusing on accelerating its nuclear expansion as it seeks to challenge the US as the w…",national
Microsoft blames Russian military-linked hackers for ransomware attacks in Poland and Ukraine,"Hackers linked to Russia's military were very likely behind ransomware attacks last month on Ukrainian and Polish transportation and logistics organizations, Microsoft said Thursday.",national
First on CNN: US banks report more than $1 billion in potential ransomware payments in 2021,"US financial institutions reported more than $1 billion in potential ransomware-related payments in 2021 — more than double the amount from the previous year and the most ever reported, according to Treasury Department data shared exclusively with CNN.",national
"US convenes over 30 countries to address ransomware as hacks of hospitals, critical infrastructure continue",The Biden administration will convene three-dozen allied governments on Monday and Tuesday for a fresh round of talks on how to stem the tide of ransomware attacks that have disrupted critical infrastructure firms around the world and cost businesses many mil…,national
It's the final day before the midterm elections,Election Day in the US is just a day away. Follow CNN for the latest US midterm election news and updates.,national
'It's not safe and it's not right.' Qatar says all are welcome to the World Cup but some LGBTQ soccer fans are staying away,"""I'm a man and I love men. I do -- please don't be shocked -- have sex with other men. This is normal. So please get used to it, or stay out of football.""",national
Inside the battle for Kherson,"This reconnaissance team includes some of the better-trained international volunteers that have arrived in Ukraine since the war began. Originally from the United States, Britain, New Zealand and Germany, alongside other European nations, these volunteers ser…",national
DOJ to announce special counsel for Trump-related Mar-a-Lago and January 6 investigations | CNN Politics,Attorney General Merrick Garland plans to announce Friday that he has appointed a special counsel to oversee the criminal investigations into the retention of national defense information at former President Donald Trump's Mar-a-Lago report and parts of the J…,national
Pence details fracture with Trump over his refusal to overturn 2020 election in new book,"Former Vice President Mike Pence wrote in his new memoir that former President Donald Trump warned him days before the January 6, 2021, attack on the US Capitol that he would inspire the hatred of hundreds of thousands of people because he was ""too honest"" to…",national
"5 things to know for Nov. 4: Twitter, Flu, January 6, Student Loans, Brittney Griner",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
"5 things to know for November 15: Arizona, UVA shooting, Air travel, Covid, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
Russia's war in Ukraine,Russian and Ukrainian officials have blamed each other for recent shelling at the Zaporizhzhia Nuclear Power Plant. Follow live news updates.Russian and Ukrainian officials have blamed each other for recent shelling at the Zaporizhzhia Nuclear Power Plant,national
"Qatar 2022: 'Sport should not be politicized,' France's Macron says ahead of World Cup","""Sport should not be politicized,"" French President Emmanuel Macron said on Thursday, three days before the start of the 2022 World Cup in Qatar.",national
Kyiv says it 'won't let Putin steal Christmas' as Russian attacks threaten bleak winter in Ukraine,"The mayor of Kyiv has said the city ""cannot let Putin steal our Christmas"" as Ukrainians prepare to tentatively celebrate the festive season with darkened trees while Russian airstrikes knock out power and wreck havoc on critical infrastructure.",national
Exclusive: DOJ mulling potential special counsel if Trump runs in 2024,"As Donald Trump inches closer to launching another presidential run after the midterm election, Justice Department officials have discussed whether a Trump candidacy would create the need for a special counsel to oversee two sprawling federal investigations r…",national
How World Cup politics explain the modern world,"Billions of people will watch the World Cup in Qatar, fixated on one of the world's premier sporting festivals. But football's governing body FIFA has also unleashed a political tempest, highlighting moral, business and geopolitical dilemmas shaping the moder…",national
"5 things to know for November 1: Ukraine, Paul Pelosi, Mississippi, Trump, Seoul",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
'America's go-to partner': Macron to arrive in DC at key moment in France-US relations,"When President Joe Biden and French President Emmanuel Macron walked into a small holding room on the margins of the Global Fund conference in New York this fall, their aides had only allotted 10 minutes for the two men to briefly touch base.",national
The woman aiming to be the youngest to travel the world by motorcycle,"Bridget McCutchen, who recently turned 22, set off from the US in August in a bid to beat the record for the youngest person to circumnavigate the globe on a motorcycle.",national
Biden and Xi meet during G20 summit in Bali,"US President Joe Biden will meet Chinese leader Xi Jinping face-to-face on Monday on the sidelines of the G20 summit in Bali, Indonesia.",national
CNN obtains exclusive photos of drone attack aftermath on Pacific Zircon tanker ship,CNN has obtained exclusive images showing the damage and debris from a self-detonating drone attack against an oil tanker off the coast of Oman on Tuesday evening.,national
Will Erdogan finally deliver on his vow to invade northern Syria?,"Analysts have said that Erdogan had stopped short of acting on his vow to invade because he hadn't secured a green light from Russian President Vladimir Putin, whose country has a large military presence in Syria.",national
Elon Musk's wrecking ball is hard at work inside Twitter - CNN,"Elon Musk bought a $44 billion fixer-upper, and he's not wasting any time gutting the joint.",national
Clinton to hit the trail in her deep blue home as New York governor race tightens,"When Hillary Clinton takes the stage on Thursday in New York City to boost Democrats in her deep blue adopted home, it will be an unfamiliar scene for someone who was the party's presidential standard bearer just six years ago.",national
Is the dollar's relentless rise coming to an end?,"The story of financial markets and the global economy this year has been written in part by the dramatic rise of the US dollar, whose inexorable ascent has sent shockwaves around the world. At last, however, its breakneck rally could be coming to an end.",national
"Full report: Voters casting final ballots to determine control of House, Senate and 36 governor races","Voters are casting the final ballots in races that will determine control of the narrowly divided House and Senate, as well as governor's mansions across the country, amid concerns about inflation and gas prices that have created serious headwinds for Democra…",national
"Speeding tanks, booming howitzers, shaking bones: This is how South Korea sells weapons",The South Korean defense industry believes it has the the weapons to reach President Yoon Suk Yeol's goal of becoming the world's fourth biggest arms exporter. Dozens of militaries are interested.,national
Exclusive: Kevin McCarthy previews Republicans' plans for the majority -- starting at the border,"House GOP leader Kevin McCarthy is vowing to secure the border, cut back on government spending and launch rigorous investigations into the Biden administration if Republicans win the House on Tuesday, reflecting a mix of priorities as McCarthy will be forced…",national
Biden and Xi return to the table with high stakes -- and low expectations,"The two leaders are holding talks in person for the first time since Biden took office at the G20 summit in Bali in an attempt to ""build a floor"" for plummeting US-China relations.",national
Here's why 75% of likely voters think we are in a recession — even though we're probably not,"A new CNN poll shows that three-quarters of likely voters feel like the US economy is in a recession. It's probably not, but that's not the point.",national
"After election season, an investigation season could split the country","After voting concludes Tuesday, look for the dominoes to start falling on a scramble of investigations from the Department of Justice and Republicans in the House of Representatives.",national
China's Xi starts first day at G20 with a whirlwind of meetings with US allies,"After a near three-year absence from the world stage, Chinese leader Xi Jinping has embarked on a whirlwind of face-to-face meetings with Western leaders at the Group of 20 summit in Bali, as he looks to reassert China's global influence.",national
Thanksgiving dinner will cost 20% more this year because of inflation,"Thanksgiving dinner will cost a whopping 20% more than it did last year, according to a new survey released Wednesday by the American Farm Bureau Federation.",national
Here's what's getting more expensive at the grocery store,"Food is still getting more expensive, but at a slower pace than earlier this year.",national
Finland plans to start building a fence on Russian border next year,"Finland, one of the few NATO countries sharing a border with Russia, has announced a proposal to spend 139 million euros ($143 million) on building barrier fences on its eastern border with Russia in 2023, the Finnish Border Guard said Friday.",national
Bank of America CEO says US consumers are keeping the economy afloat,"The CEO of one of the nation's largest banks is preparing for an economic downturn in 2023. But he's also hopeful that the likely recession will be brief and ""mild.""",national
Japan's economy shrinks for the first time in a year,"Japan's economy unexpectedly shrank for the first time in a year in the third quarter, stoking further uncertainty about the outlook as global recession risks, a weak yen and higher import costs took a toll on household consumption and businesses.",national
Biden's stock market record so far is the second worst since Jimmy Carter,The stock market started the Biden era with a boom. But it heads into the midterm election looking more like a bust.,national
Blinken says Iran making 'profound' mistake in ignoring true cause of sweeping protests,"The Iranian regime is ""fundamentally"" misunderstanding its own citizens by blaming outside actors for the protests raging throughout the country, US Secretary of State Antony Blinken told CNN's Christiane Amanpour on Wednesday.",national
"US federal agents fired pepper ball projectiles at Venezuelan protesters near El Paso after border patrol agent was injured, officials say",Federal agents in El Paso fired the balls at Venezuelans attempting to enter the US while protesting along the Rio Grande River International Boundary.,national
"New levels of luxury on planes, from double beds to high-walled suites","This week in travel: Europe's most underrated destinations, the world's spiciest foods and the airlines introducing double beds and high walls into their business- and first-class suites.",national
UK to raise $65 billion from windfall tax on energy companies,"The UK government is hiking a windfall tax on oil and gas companies and extending the levy to electricity generators, as it scrambles to balance its budget amid an economic downturn. It is also investing in nuclear power for the first time in decades.",national
BP's profit more than doubles as calls for windfall taxes grow louder,"BP's profit more than doubled in the third quarter, extending a bumper run of earnings for the world's biggest oil and gas companies that will add to growing calls in Britain and the United States for higher taxes on windfall profits.",national
Elizabeth Warren to Jerome Powell: Just how many jobs do you plan to kill?,"As the Federal Reserve kicks off another pivotal rate-setting meeting, lawmakers are reminding the central bank exactly just how high the stakes are.",national
Pitch invader with rainbow flag interrupts World Cup match between Portugal and Uruguay,The World Cup match between Portugal and Uruguay was briefly interrupted by a pitch invader waving a rainbow flag on the field at the Lusail Iconic Stadium on Monday.,national
"England vs. Iran: For Iranians, this World Cup is about more than football","For the last few months, soccer in Iran has witnessed small acts of defiance against the country's regime amid widespread protests in the country; Sardar Azmoun's refusal to celebrate scoring an equalizer against Senegal and several players changing their soc…",national
Netanyahu is back. Here's what that means for Israel,"Benjamin Netanyahu is set to resurrect his political career and make an astonishing comeback as Prime Minister of Israel. And after five elections in four years, this government might just stick.",national
Stories of Ukrainian resistance revealed after Kherson pullout,"Two Russian soldiers walked down a street in Kherson on a spring evening in early March, just days after Moscow captured the city. The temperature that night was still below freezing and the power was out, leaving the city in complete darkness as the soldiers…",national
Trump offers a dark vision voters have already rejected as he launches his 2024 campaign,"It's American carnage, round three.",national
"Is the economy improving? Days before the midterms, no one has a good answer","As the United States prepares for pivotal midterm elections, a raft of conflicting headlines — layoffs at Big Tech, volatile stock markets, a central bank hell-bent on bringing the pain to tackle inflation — are muddying the answer to a simple question: Is th…",national
One sentence from the Fed got markets all worked up. Then Powell spoke,The Fed hath spoken.,national
Opinion: Obama just gave Democrats their perfect closing message,"If Democrats are looking for a message that will inspire voters, they should follow former President Barack Obama's lead, writes Dean Obeidallah. Obama served up the perfect closing question for voters this weekend: ""Who will fight for your freedom?""",national
Fetterman on debate: 'I thought it was important that I show up',"Pennsylvania Democratic Senate hopeful John Fetterman anticipated that his debate against Republican Mehmet Oz ""wasn't going to be easy"" following a stroke earlier this year but ""thought it was important that I show up,"" he told CNN's Don Lemon in an intervie…",national
US diplomat highlights CNN's report on 'unspeakable' rapes of Iranian activists in detention,"In a tweet, US envoy for Iran Robert Malley said the acts of sexual violence perpetrated by Iranian officials and described in the CNN report about sexual violence were ""unspeakable.""",national
"Great Barrier Reef should be placed on the 'in danger' list, UN-backed report shows","The Great Barrier Reef should be added to the list of world heritage sites that are ""in danger"", a team of scientists concluded after conducting a mission to the world's largest coral reef system.",national
Britain is bringing back austerity. Here's why,"The last time a British finance minister revealed tax and spending plans, markets went haywire and the country's prime minister ultimately lost her job. The new government is not looking for a repeat performance.",national
Grocery prices are soaring. But this food favorite is getting cheaper,There's at least one item in the grocery store that is getting less expensive: avocados.,national
House Republicans vow to investigate Biden and his family's business dealings,"After clinching the majority in the House of Representatives in the midterm elections, top Republicans on Thursday outlined a broad range of investigative targets focused on President Joe Biden and his family's business dealings.",national
"As countries convene at climate summit in Egypt, reports show the world is wildly off track. Here's what to watch at COP27","At COP27, climate change negotiators from around the world will prod each other to raise their clean energy ambition.",national
Xi Jinping has secured his power at home. Now he's stepping back out on the international stage,"After securing his iron grip on power in a leadership reshuffle late last month, Chinese leader Xi Jinping is now moving back onto the world's stage -- in person -- in an apparent bid to bolster China's standing amid rising tensions with the West.",national
Khvicha Kvaratskhelia: Napoli's Georgian sensation billed 'Kvaradona',"""When they see Kvara, they see Maradona.""",national
A non-American's guide to the 2022 US midterms,Can Joe Biden avoid the midterm elections curse?,national
Activists hoped Egypt's COP27 would bring a focus on Africa. They were disappointed,The Egyptian government vowed that COP27 would put the needs of Africa front and center. Advocates say that promise has not been delivered on.,national
The 51 most outlandish lines from Donald Trump's announcement speech,Donald Trump made it official Tuesday night: He is running for president again.,national
"Egypt faces an acute water crisis, but it's building a 'Green River' in the desert","As Egypt faces growing water scarcity, experts say that tens of billions of dollars are being squandered on projects that waste -- as opposed to conserve -- the precious natural resource.",national
Opinion: Joe Biden's Corvette challenge,"After losing a light-hearted race in his sportscar, President Biden faces another rematch -- with American voters in the midterm election on Nov. 8. History is not on his side, given that the president's party usually loses seats in Congress.",national
Polling shows that most voters say economic concerns are top of mind,"Economic issues remain a top concern for most voters ahead of the 2022 election, a review of recent polling finds, with many also worried about America's democratic process itself. But voters' highest priorities are divided along partisan lines, with abortion…",national
World Cup makes history with direct flights from Israel to Qatar,"For the first time direct flights from Tel Aviv, Israel to Doha, Qatar will ferry fans to one of the sporting world's biggest events -- and between two countries that have no diplomatic relations.",national
Princes Andrew and Harry will keep their last royal roles. But there's a catch,"When King Charles III celebrated his birthday earlier this week, the headlines focused on the new monarch taking on a new park ranger post previously held by his father, Prince Philip.",national
Opinion: Five lessons of election week,"Voters had their say, making clear that for many, the future of democracy and abortion rights ranked high as issues, that extremism worries them and that despite President Joe Biden's low approval rating, they are even more likely to disapprove of former Pres…",national
Russia's war in Ukraine,"Air raid sirens were heard across Ukraine's capital early Monday, the Kyiv Regional State Administration and local officials posted on Telegram. Follow live updates here.",national
Russia's war in Ukraine,The battle for the southern region of Kherson is intensifying as Ukrainian forces press forward and Russia increases pressure on residents to leave their homes. Follow live updates here.,national
Russia's war in Ukraine,"There is evidence of ""systemic war crimes"" being committed in every region where Russia's forces have been deployed, a top US State Department official said. Follow for live news updates.",national
Russia's war in Ukraine,Russian and Ukrainian officials have blamed each other for recent shelling at the Zaporizhzhia Nuclear Power Plant. Follow live news updates.Russian and Ukrainian officials have blamed each other for recent shelling at the Zaporizhzhia Nuclear Power Plant,national
Russia's war in Ukraine,"About 4.5 million Ukrainians are dealing with power outages caused by Russian attacks on civilian infrastructure, according to President Volodymyr Zelensky. Follow live updates here.About 4.5 million Ukrainians are dealing with power outages caused by Rus",national
Russia's war in Ukraine,"About 4.5 million Ukrainians are dealing with power outages caused by Russian attacks on civilian infrastructure, according to President Volodymyr Zelensky. Follow live updates here. About 4.5 million Ukrainians are dealing with power outages caused by Ru",national
Russia's war in Ukraine,Russian forces have withdrawn from Ukraine's Kherson region west of the Dnipro River. Ukrainians celebrated in the streets of the liberated regional capital. Follow live updates here.Russian forces have withdrawn from Ukraine's Kherson region west,national
Russia's war in Ukraine,"Iran publicly acknowledged for the first time that it supplied a ""limited"" number of drones to Russia. Tehran had denied Western intelligence on the weapons for weeks. Follow live updates here.",national
Russia's war in Ukraine,"The Zaporizhzhia nuclear power plant has again been disconnected from Ukraine's power grid due to Russian shelling that damaged the remaining high voltage lines, state nuclear firm Energoatom said in a statement Thursday. Follow live updates here.The",national
Russia's war in Ukraine,"Ten million Ukrainians are enduring emergency power cuts after more Russian missile attacks, just as temperatures fall to freezing and below. Follow for live news updates.Ten million Ukrainians are enduring emergency power cuts after more Russian missile",national
Russia's war in Ukraine,"Russia suspended its participation in a grain deal viewed as key to addressing the global food shortage. In the eastern Luhansk region, Ukraine took control of a key highway. Follow live updates here.",national
Russia's war in Ukraine,Russian forces have withdrawn from Ukraine's Kherson region west of the Dnipro River. Ukrainians celebrated in the streets of the liberated regional capital. Follow live updates here.Russian forces have withdrawn from Ukraine's Kherson region west,national
Russia's war in Ukraine,President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Ukraine in a video speech to G20 leaders. Follow live updates here.President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Uk,national
Russia's war in Ukraine,"Ukraine is under another barrage of Russian strikes that has affected critical infrastructure in areas as far west as Lviv and killed at least seven in the Kyiv region, according to officials. Follow live updates here.Ukraine is under another barrage of R",national
Russian missiles bombard cities across Ukraine,Russia launched a barrage of missile strikes at Ukrainian cities on Monday as it ramped up its attacks on infrastructure facilities across the country.,national
Russian mercenaries jockey for influence amid military struggles in Ukraine,"One of Russian President Vladimir Putin's closest allies is using dissent around the war in Ukraine to jockey for increased influence inside the Kremlin, US and European officials said, offering a rare glimpse at the brewing tension among Putin allies and how…",national
Russia suspends 'partial mobilization' of citizens for Ukraine war,"Russia has now announced a stop to its ""partial mobilization"" of citizens to fight in the country's war on Ukraine.",national
Russian missile strikes overshadow cyberattacks as Ukraine reels from blackouts,"Russia has pummeled Ukrainian cities with missile and drone strikes for much of the past month, targeting civilians and large swaths of the country's critical infrastructure.",national
"US citizen recently died in Ukraine, State Department says","A US citizen recently died in Ukraine, the US State Department said Monday, the latest known American to die in the country since Russia's invasion in February.",national
Russian missile strike on Zaporizhzhia maternity hospital kills newborn baby,"A two-day-old baby died in a Russian strike on a maternity hospital in Vilnyansk in southeastern Ukraine on Wednesday, as Moscow ramped up attacks on civilian infrastructure nationwide.",national
Biden holds emergency roundtable with world leaders at the G20 Summit after 'Russian-made missile' falls on Polish village,US President Joe Biden begins his final day at the Group of 20 Summit dealing with another crisis surrounding Russia's war in Ukraine -- this time involving a NATO ally.,national
US officials divided over new intelligence suggesting Russian military discussed scenarios for using nuclear weapons,"Russian military officials have discussed how and under what conditions Russia would use a tactical nuclear weapon on the battlefield in Ukraine, according to a US intelligence assessment described to CNN by multiple sources who have read it.",national
"Dutch court finds two Russians, one Ukrainian separatist guilty over downing of flight MH17","Two Russians and a separatist Ukrainian have been found guilty in absentia of mass murder for their involvement in the downing of Malaysia Airlines Flight 17 over eastern Ukraine in 2014, a Dutch court ruled Thursday.",national
Biden admin divided over path ahead for Ukraine as top US general Milley pushes for diplomacy,"During internal conversations about the war in Ukraine, America's top general, Chairman of the Joint Chiefs of Staff Mark Milley, has in recent weeks led a strong push to seek a diplomatic solution as fighting heads toward a winter lull.",national
US considering designating Russian mercenary group as a foreign terrorist organization,"The Biden administration is considering designating the Wagner Group, a Russian private military group, as a foreign terrorist organization amid ongoing efforts to impose costs on Russia for the Ukraine war, a US official said.",national
"5 things to know for Nov. 3: Midterms, Ukraine, Interest rates, Trump, World Series",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
What does Russia's withdrawal from a grain deal with Ukraine mean for global hunger?,"Russia's decision to pull out of an agreement that guaranteed safe passage for ships carrying vital grain exports from Ukraine has sparked ""grave concerns"" over global food supply at a time when the world is already facing a growing hunger crisis.",national
Microsoft blames Russian military-linked hackers for ransomware attacks in Poland and Ukraine,"Hackers linked to Russia's military were very likely behind ransomware attacks last month on Ukrainian and Polish transportation and logistics organizations, Microsoft said Thursday.",national
"5 things to know for November 15: Arizona, UVA shooting, Air travel, Covid, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
Ukraine battles to restore power after Russian strikes leave 'vast majority' of people without electricity,"Ukraine raced to restore power across the country on Thursday, a day after Russia sent a new barrage of missiles to target critical infrastructure, resulting in the temporary shutdown of most of its power plants and leaving the ""vast majority"" of people witho…",national
Zelensky hopes bipartisan US support for Ukraine won't end after midterms,"Ukrainian President Volodymyr Zelensky said he was concerned about recent ""mixed messages"" from Republican lawmakers on aid for Kyiv and told CNN that his top priority was preserving bipartisan support from the United States after the midterm elections, as Ru…",national
"Russia to build attack drones for Ukraine war with the help of Iran, intelligence assessment says","Iran and Russia have reached an agreement to begin the production of attack drones in Russia, according to a new intelligence assessment from a country that closely monitors Iran's weapons program.",national
"5 things to know for Nov. 17: House, Layoffs, UVA shooting, Ukraine, College rankings",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
CIA Director Bill Burns to meet with Russian counterpart Monday,"CIA Director Bill Burns is meeting with his Russian intelligence counterpart, Sergey Naryshkin, in Ankara Monday as part of an ongoing effort by the US to ""communicate with Russia on managing risk"" and to discuss the cases of ""unjustly detained US citizens,"" …",national
"5 things to know for November 1: Ukraine, Paul Pelosi, Mississippi, Trump, Seoul",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
"Ukraine suffered a comms outage when 1,300 SpaceX satellite units went offline over funding issues","Ukraine's fears that its troops  may lose access to Elon Musk's crucial Starlink internet service deepened in the past week after 1,300 of the military's satellite units went offline, according to  two sources familiar with the outage.",national
"5 things to know for November 8: Election Day, Twitter, Storm watch, Ukraine, Uvalde",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
"Start your week smart: South Korea, Somalia, Paul Pelosi, Ukraine, Powerball",Here's what you need to know to Start Your Week Smart.,national
Biden steps into G20 aiming to unite leaders in opposition to Russia's war on Ukraine,"President Joe Biden is confronting competing issues at home and abroad while he's at the Group of 20 Summit in Bali this week, using the moment on the world's stage to lean into international support for condemning Russia's aggression while also facing the pr…",national
Biden administration working to clean up Milley remarks on Ukraine diplomacy,"The Biden administration is working to reassure the Ukrainian government, outside experts, and former US officials that it will not push Ukraine to imminently seek a diplomatic outcome to the war with Russia after the most senior US general publicly pushed fo…",national
"5 things to know for Nov. 28: Travel delays, China, Gun ban, Idaho stabbings, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
Kyiv says it 'won't let Putin steal Christmas' as Russian attacks threaten bleak winter in Ukraine,"The mayor of Kyiv has said the city ""cannot let Putin steal our Christmas"" as Ukrainians prepare to tentatively celebrate the festive season with darkened trees while Russian airstrikes knock out power and wreck havoc on critical infrastructure.",national
Russian strikes leave 10 million Ukrainians without power as temperatures plummet,"More than 10 million Ukrainians were without power after another wave of Russian strikes on critical infrastructure, as concerns over Ukraine's power supply grew as winter began to set in across the country.",national
"Two deaths reported in Polish border town, as a wave of Russian missiles hit Ukraine | CNN","Projectiles have reportedly killed two people after hitting a farm in Poland near the border with Ukraine on Tuesday, according to Polish media.",national
"Iran is preparing to send additional weapons including ballistic missiles to Russia to use in Ukraine, western officials say","Iran is preparing to send approximately 1,000 additional weapons, including surface-to-surface short range ballistic missiles and more attack drones, to Russia to use in its war against Ukraine, officials from a western country that closely monitors Iran's we…",national
First on CNN: US accuses North Korea trying to hide shipments of ammunition to Russia,The United States is accusing North Korea of secretly supplying Russia with a significant number of artillery shells for use in the Ukraine war and is trying to hide the shipments by making it appear as if the ammunition is being sent to countries in the Midd…,national
Inside the battle for Kherson,"This reconnaissance team includes some of the better-trained international volunteers that have arrived in Ukraine since the war began. Originally from the United States, Britain, New Zealand and Germany, alongside other European nations, these volunteers ser…",national
"Among the mangroves, Biden cultivates diplomacy","President Joe Biden capped off a consequential week of meetings with his foreign counterparts abroad -- in which discussions centered on Russia's ongoing war in Ukraine, climate change's existential threat to the Earth and a pandemic that has unleashed food, …",national
Blast in Poland shows how easily Russia's war could tip into wider conflict with NATO,"Accidents are not usually how big wars get bigger. But the threat of wild escalation has heavily hung over Russia's blundering and brutal invasion of Ukraine almost since the beginning, and Tuesday's rocket blast in Poland brought that possibility reeling to …",national
Uruguay vs South Korea and other World Cup news and highlights,The latest coverage from the World Cup in Qatar. Follow the live updates.The latest coverage from the World Cup in Qatar. Follow the live updates.,sports
How World Cup politics explain the modern world,"Billions of people will watch the World Cup in Qatar, fixated on one of the world's premier sporting festivals. But football's governing body FIFA has also unleashed a political tempest, highlighting moral, business and geopolitical dilemmas shaping the moder…",sports
World Cup 2022 Japan vs. Costa Rica,"Germany takes on Spain with its World Cup hopes on the line Sunday, looking to bounce back from an upset loss. Plus, Japan faces Costa Rica and Croatia plays Canada. Follow live news updates.Germany takes on Spain with its World Cup hopes on the line Sund",sports
"Crusader costumes worn by England fans are 'offensive,' says FIFA","Ahead of England's World Cup clash with the United States on Friday, world soccer's governing body FIFA said that Crusader costumes worn by England fans are ""offensive.""",sports
