,text,date,headline,label,ner,ner_labels
10,"ISLAMABAD: The National Electric Power Regulatory Authority (NEPRA) on Wednesday said that a notification has been issued after Novembers fuel adjustment regarding a relief on electricity charges for Karachis consumers.According to the notification, consumers will benefit by a reduction of Rs. 1.73 per unit which would reflect in bills for March 2015.NEPRA had proposed the reduction during the first week of January and after approval it issued the notification today.   










",1/21/2015,notification issued for reduction in electricity charges for karachi nepr,business,"['ISLAMABAD', 'National', 'Electric', 'Power', 'Regulatory', 'Authority', 'NEPRA', 'Karachis', 'NEPRA']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG']"
11,"ISLAMABAD: The Economic Coordination Committee of the Cabinet (ECC) on Friday approved export of 1.2 million tons of wheat and imposed a bans on import of wheat byproducts. Federal Minister for Finance Senator Ishaq Dar chaired the meeting and approved the export of 1.2 million tons of wheat out of the surplus stocks available in Punjab and Sindh.Accordingly, Punjab will export 800,000 tons while Sindh has been allocated export quota of 400,000 tons of wheat. Punjab will get a subsidy of Rs55 per metric ton for export while for Sindh this subsidy would be Rs45 per metric ton.Taking notice of unhindered import of wheat byproducts, the ECC also issued instructions for immediate ban on their import.The ECC considered a proposal moved by the Ministry of States and Frontier Regions (Safron) and approved the provision of 30,000 tons of wheat to the United Nations World Food Programme for distribution among Temporarily Displaced Persons (TDPs), catering for the period up to March 2015.The ECC also observed that in case of further requirements, Safron could revert to the forum with a fresh proposal.The ECC considered and approved a proposal by the Water and Power Minstry to attract private sector investment in transmission line projects with the inclusion of upfront tariff as an option. The ECC also accorded approval for the extension of GSA between OGDCL and Fauji Kabirwala Power Company Limited (FKPCL) for provision of 20 mmcfd of gas at the earliest but not later than February 1. Till that time, LNG is made available to the company for power generation. At its maximum generation capacity utilisation, the plant will generate 157 MW of electricity.The ECC approved Issuance of Policy directive to NEPRA to build in costs incurred by the power sector into the tariff without affecting the end consumer.The committee also approved the re-lending of the buyer credit loan to PAEC as per actual terms and conditions available to the Government of Pakistan. Based on the above approval, the revised rate comes to nine per cent comprising actual cost of loan and exchange rate risk.                        










",1/23/2015,ecc approves export of 1.2 million tons of ,business,"['ISLAMABAD', 'Economic', 'Coordination', 'Committee', 'Cabinet', 'ECC', 'Federal', 'Finance', 'Ishaq', 'Dar', 'Punjab', 'Sindh', 'Punjab', 'Sindh', 'Punjab', 'Sindh', 'ECC', 'ECC', 'Ministry', 'of', 'States', 'and', 'Frontier', 'Regions', 'Safron', 'United', 'Nations', 'World', 'Food', 'Programme', 'Temporarily', 'Displaced', 'Persons', 'TDPs', 'ECC', 'Safron', 'ECC', 'Water', 'and', 'Power', 'Minstry', 'ECC', 'GSA', 'OGDCL', 'Fauji', 'Kabirwala', 'Power', 'Company', 'Limited', 'FKPCL', 'LNG', 'ECC', 'NEPRA', 'PAEC', 'Pakistan']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
12,"ISLAMABAD: The National Electric Power Regulatory Authority (NEPRA) on Friday said that it was unlawful of K-Electric to collect meter rent of Rs. 7.50 per customer.According to a NEPRA spokesman, the regulatory authority has immediately stopped K-Electric from collecting the rent. It has also directed the organisation to return all the collected rent so far back to about 2.2 million customers. 










",1/23/2015,nepra prevents k electric from collecting meter r,business,"['ISLAMABAD', 'National', 'Electric', 'Power', 'Regulatory', 'Authority', 'NEPRA', 'K', '-', 'Electric', 'NEPRA', 'K', '-', 'Electric']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
13,"ISLAMABAD: Finance Minister Ishaq Dar here on Sunday chaired a briefing session by managing director Pak-Brunei Investment Company seeking details of its present investment financing profile and immediate future plans. Pak-Brunei Investment Company is an investment finance company established as a joint venture between government of Pakistan and Brunei Investment Agency (BIA) that commenced operations in August 2007 said a press release. Managing Director Ayesha Aziz said that Pak-Brunei plans to increase its small and medium enterprise footprint across various regions of the country. She said that the company was in final stages of launching a modarba fund as its special future venture. The First Fund based on PE model will be established by March 2015.Pak-Brunei also has plans for establishment of specialized vehicles for warehousing collateral management. Finance Minister appreciated the companys 100% recovery ratios particularly in SME financing and handling projects facing financial distress.  










",1/25/2015,finance minister apprised on pak brunei investment ,business,"['ISLAMABAD', 'Ishaq', 'Dar', 'Pak', '-', 'Brunei', 'Investment', 'Company', 'Pak', '-', 'Brunei', 'Investment', 'Company', 'Pakistan', 'Brunei', 'Investment', 'Agency', 'BIA', 'Ayesha', 'Aziz', 'Pak', '-', 'Brunei', 'Pak', '-', 'Brunei', 'SME']","['I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-MISC']"
14,"ISLAMABAD: In a move to give relief to consumers, sources in the Finance Ministry said on Tuesday that the price of petrol and petroleum products are expected to decrease further from February 1.According to sources, the price of petrol is expected to be slashed by Rs 10 per litre, High Speed Diesel by Rs 8.50 per litre, Light Diesel by Rs 11 per litre, HOBC by Rs 14 per litre, and Kerosene by Rs 12 per litre.Global crude oil prices have fallen by 50 percent since June 2014, and to provide consistent relief to consumers, the Pakistan government has decreased the price of petrol by Rs 29 since the last four months and brought the price of Diesel down by Rs 23 in the same time frame.Fuel crisis in the country began last week when Pakistan State Oil (PSO) was forced to slash imports because banks refused to extend any more credit to the government-owned company, which supplies 80 percent of the country´s oil.The shortfall led to long queues of angry motorists at petrol stations, though these have since dissipated as fuel supplies have reached the pumps. 










",1/27/2015,petrol price expected to be slashed by rs 10 per litr,business,"['ISLAMABAD', 'Finance', 'Ministry', 'High', 'Speed', 'Diesel', 'Light', 'Diesel', 'HOBC', 'Kerosene', 'Pakistan', 'Diesel', 'Pakistan', 'State', 'Oil', 'PSO']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
15,"New York: Oil prices rebounded Tuesday from six-year lows as the dollar weakened after disappointing US economic data.The US benchmark, West Texas Intermediate (WTI) for March delivery, rose $1.08 (2.4 percent) to close at $45.16 a barrel.Brent North Sea crude for March settled at $49.60 a barrel in London, up $1.44 from Monday´s closing level.""The market has found a bottom in the mid-40 range,"" said Kyle Cooper of IAF Advisors.Crude futures sank Monday to their lowest closing levels since early 2009. Crude has shed nearly 60 percent of its value in an almost uninterrupted slide since June due to a supply glut, largely boosted by robust US shale-oil production and weaker global economic growth.The greenback has been strengthening for months, making dollar-priced oil relatively more expensive, adding to the pressure on the oil market.A slight easing in the dollar Tuesday against major rival currencies such as the euro, yen and pound underpinned the buying, Cooper said.""I didn´t see anything bullish today"" for WTI, he said. ""Equities are down, durable goods (are) not that good.""New orders for long-lasting US industrial goods unexpectedly fell in December, by a steep 3.4 percent, signaling some persistent weakness in the manufacturing sector.Saudi Aramco, the world´s largest oil company in terms of crude production and exports, acknowledged that prices have fallen too far but it was up to the market, not OPEC producers, to shore them up.""It´s too low for everybody,"" said Khalid al-Falih, the president of the state-owned energy giant, told a conference in Riyadh. ""I think even consumers start to suffer in the long term.""Falih also said US shale-oil production is important for the world´s long-term energy future and Saudi Aramco has earmarked an additional $7 billion for its own shale projects.The kingdom is the leading exporter and top producer in the Organization of the Petroleum Exporting Countries, which provides about a third of global oil supplies.In November, OPEC resisted calls to reduce output in the face of falling prices, keeping its output ceiling at 30 million barrels per day in a decision that exacerbated the global price slump. (AFP)                        










",1/28/2015,oil rebounds sharply from six year lows as dollar ,business,"['New', 'York', 'US', 'US', 'West', 'Texas', 'Intermediate', 'WTI', 'Brent', 'North', 'Sea', 'London', 'Kyle', 'Cooper', 'IAF', 'Advisors', 'Crude', 'US', 'Cooper', 'WTI', 'US', 'Saudi', 'Aramco', 'OPEC', 'Khalid', 'al', '-', 'Falih', 'Riyadh', 'Falih', 'US', 'Saudi', 'Aramco', 'Organization', 'Petroleum', 'Countries', 'OPEC']","['I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG']"
16,"New York: Oil tumbled to near a six-year low Wednesday as US crude stocks soared to a record high, sparking fresh fears over the growing global supply glut.US benchmark West Texas Intermediate (WTI) for March delivery dropped $1.78 to $44.45 a barrel on the New York Mercantile Exchange, its lowest close since March 2009.European benchmark Brent North Sea crude for March delivery lost $1.13 at $48.47 a barrel in London.Data showed that US crude supplies surged 8.9 million barrels to 406.7 million in the week ending January 23, according to the US Department of Energy.That was the highest level since the US government began keeping weekly records in 1982. It is also above monthly data since April 1931.""It´s not a pretty picture,"" said Bart Melek, head of commodity strategy at TD Securities. ""We´re seeking bottom but I don´t think we´re there yet.""The oil market has collapsed by more than 50 percent since June, plagued by plentiful crude supplies, weak global demand and the decision of the Organization of Petroleum Exporting Countries to let prices fall.""If proof were needed that oil prices remain constrained by too much supply, this afternoon´s US inventory data confirmed it,"" said CMC Markets analyst Michael Hewson.""As such, prices could well have further to fall with prospects of a drop below $40 a barrel becoming a reality in the short to medium term."" (AFP)                        










",1/29/2015,oil slumps as us crude reserves surge to record hig,business,"['New', 'York', 'US', 'US', 'West', 'Texas', 'Intermediate', 'WTI', 'New', 'York', 'Mercantile', 'Exchange', 'European', 'Brent', 'North', 'Sea', 'London', 'US', 'US', 'Department', 'of', 'Energy', 'US', 'Bart', 'Melek', 'TD', 'Securities', 'Organization', 'of', 'Petroleum', 'Exporting', 'Countries', 'US', 'CMC', 'Markets', 'Michael', 'Hewson', 'AFP']","['I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-MISC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG']"
17,"ISLAMABAD:  Federal Minister for Finance Ishaq Dar on Saturday announced a five percent increase in the General Sales Tax (GST) on petroleum products.Dar said that the increment would enable a recovery of 12 billion rupees.The minister, however, went on to say that the ministry would still face a loss of 40 billion rupees.Earlier today, Prime Minister Nawaz Sharif announced a decrease in the price of petroleum products.Petrol has been decreased by Rs 7.99, Hi-Octane by Rs 11.82, Light Diesel by Rs 9.56 and kerosene oil by Rs 10.48 per litre. 










",1/31/2015,finance minister announces five percent increase in gst on pol produ,business,"['ISLAMABAD', 'Federal', 'Ishaq', 'Dar', 'Dar', 'Nawaz', 'Sharif', 'Light', 'Diesel']","['I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-MISC', 'I-MISC']"
18,"NEW YORK: US authorities are investigating the credit rating agency Moody's over its glowing assessments of mortgage deals in the runup to the 2008 financial crisis, The Wall Street Journal reported Sunday.Citing people familiar with the situation, the newspaper said Justice Department officials had met with several former Moody's executives. It wasn't yet clear if the probe would result in a lawsuit.If the investigation is confirmed, Moody's would become the second major US credit-rating firm in the Justice Department's crosshairs, after a case against Standard & Poor's.S&P is expected to within days agree to pay $1.37 billion to settle lawsuits over its rosy grading of mortgage bonds in the financial crisis, sources told AFP.Neither Moody's nor the Justice Department were immediately reachable for comment Sunday.US authorities are probing whether the firm compromised its standards to score deals, the Journal reported, and the focus is on residential mortgage deals from about 2004 to 2007.Positive ratings on what turned out to be extremely risky mortgage deals, known as subprime loans, were a main cause of the 2008 financial collapse.Investors rely on rating firms' grades to assess risk.Numerous banks have already paid huge fines and settlements for their roles in packaging and selling the bonds as low-risk, solid investments. 










",2/2/2015,us probes moodys rating agency,business,"['NEW', 'US', 'Moody', ""'"", 's', 'The', 'Wall', 'Street', 'Journal', 'Justice', 'Department', 'Moody', ""'"", 's', 'Moody', ""'"", 's', 'US', 'Justice', 'Department', 'Standard', '&', 'Poor', ""'"", 's', 'S', '&', 'P', 'AFP', 'Moody', ""'"", 's', 'Justice', 'Department', 'US', 'Journal']","['I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG']"
19,"London: Global oil prices slid Wednesday following a three-day rally as dealers were divided on whether the commodity has bottomed out after a plunge of nearly 60 percent since June. US benchmark West Texas Intermediate (WTI) for delivery in March shed $1.72 to stand at $51.33 a barrel compared with Tuesday´s close.Brent North Sea crude for March slid $1.15 a barrel to trade at $56.76 in London afternoon trade.WTI had soared $3.48 Tuesday to record its highest finish since December 31, while Brent jumped $3.16 to a similar closing peak, as dealers cheered signs that the oil industry is tightening exploration activities to cap a supply glut.Ken Hasegawa, an energy trading manager at Newedge Group in Tokyo, said the crude market was ""extremely volatile"" after the three-day rally that began Friday saw prices surge nearly 20 percent.""It has become increasingly difficult to discern the direction of the prices of crude oil, but the fundamentals remain unchanged,"" Hasegawa told AFP. He added that prices could ""fluctuate by increasing up to $10 and falling up to $10"" in the short term.Deep cuts in capital spending by major oil companies, including new announcements Tuesday by BP and BG Group, had suggested there would be tighter supplies in the future. The Baker Hughes North America rig count report for the week to January 30 showed a drop of 128 rigs to 1,937. That compared with 2,393 a year ago.Some analysts however remain doubtful that the current oil price rebound will be sustained as supplies still outweigh demand in the immediate term.The oil market has lost more than half its value since June largely owing to a surge in global reserves boosted by robust US shale oil production. The problem was exacerbated in November after OPEC decided to maintain output levels despite plunging prices.The 12-nation Organization of Petroleum Exporting Countries (OPEC) cartel pumps about 30 percent of global crude supplies. (AFP)                        










",2/4/2015,oil prices slide after rally,business,"['London', 'US', 'West', 'Texas', 'Intermediate', 'WTI', 'Brent', 'North', 'Sea', 'London', 'WTI', 'Brent', 'Ken', 'Hasegawa', 'Newedge', 'Group', 'Tokyo', 'Hasegawa', 'AFP', 'BP', 'BG', 'Group', 'Baker', 'Hughes', 'North', 'America', 'US', 'OPEC', 'Organization', 'Petroleum', 'Exporting', 'OPEC', 'AFP']","['I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
20,"ISLAMABAD: Federal State Minister for Water and Power Abid Sher Ali on Wednesday said that K-Electric should step up production of electricity with immediate effect and end load shedding.The minister while claiming that there is no unannounced load shedding in the country, he added that the few areas facing load shedding was due to line losses.He went on to say that Sindh faced more load shedding because of 131 feeders facing line losses and that urban areas were facing six to seven hours while rural areas were facing eight to nine hours of load shedding. He added that the industries were facing four hours of load shedding.However, PPPs Fahmida Mirza contradicted the ministers figures saying that he is wrong about his statistics and that Badin was facing 20 to 22 hours of load shedding.   










",2/4/2015,no unannounced load shedding anywhere in the country abid sher ali,business,"['ISLAMABAD', 'Federal', 'State', 'Water', 'and', 'Power', 'Abid', 'Sher', 'Ali', 'K', '-', 'Electric', 'Sindh', 'PPPs', 'Fahmida', 'Mirza', 'Badin']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC']"
21,"London: Oil prices fell further Thursday as the market was awash with ample US supplies and the dollar strengthened, dealers said.US benchmark West Texas Intermediate (WTI) for delivery in March shed $1.32 to trade at $49.09 a barrel compared with Wednesday´s close.Brent North Sea crude for March slid $1.12 to stand at 55.28 a barrel around midday in London. Crude prices on Wednesday snapped a three-day rally, with WTI sinking 8.7 percent owing to climbing US crude stockpiles.Analysts said prices are weighed down also by the euro´s fall on news that the European Central Bank had cut off Greek banks´ access to a key source of much-needed cash.In a decision that rattled global financial markets, the ECB said Wednesday it would no longer allow Greek banks to use government debt, which has a junk rating, as collateral for loans.""The Greek situation is worth keeping an eye on as it massively impacts the value of the euro against the US dollar,"" said Shailaja Nair, associate editorial director at energy information provider Platts.A sinking euro makes dollar-priced oil more expensive, denting demand and adding downward pressure on crude prices, which have already been battered by a supply glut and weak demand.Crude has lost more than half its value since June, when prices were at more than $100 a barrel.Global supplies have been boosted by surging US shale oil production and a decision by the Organization of the Petroleum Exporting Countries in November to keep current output levels. (AFP)                        










",2/5/2015,oil prices extend ,business,"['London', 'US', 'US', 'West', 'Texas', 'Intermediate', 'WTI', 'Brent', 'North', 'Sea', 'London', 'WTI', 'US', 'European', 'Central', 'Bank', 'Greek', 'ECB', 'Greek', 'Greek', 'US', 'Shailaja', 'Nair', 'Platts', 'US', 'Organization', 'of', 'the', 'Petroleum', 'Exporting', 'Countries', 'AFP']","['I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-PER', 'I-PER', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
22,"DUBAI: Talks between Pakistan and the International Monetary Fund (IMF) concluded successfully on Thursday, with the IMF agreeing to release $518 million by end of March as the next tranche of the three-year $6.6bn Extended Fund Facility (EFF) programme.The mission and the Pakistani authorities have reached staff-level understandings on a Memorandum of Economic and Financial Policies on the sixth review of the program, which, upon approval by the IMFs Management, will be discussed by the IMF Executive Board. ""Upon completion of the review, SDR 360 million (about US$518 million) would be made available to Pakistan, said the outgoing chief of the IMF Mission to Pakistan Jeffery Franks.Newly-announced Chief of IMF Mission to Pakistan, Herald Finger, will replace Franks after the talks.At a jointly held press conference with the IMF staff in Dubai, Finance Minister Ishaq Dar reiterated that there would be no increase in gas and electricity prices. Pakistan also informed the IMF of its expenditure of Rs. 150 billion on the implementation of the National Action Plan (NAP) as well as repatriation of Internally Displaced Persons (IDPs).Also agreed upon was Rs.60 billion in tax cuts for Pakistan, while it was decided that the target for tax cuts should reach Rs. 2750 million by June.Dar said that Pakistans foreign exchange reserves have increased to over $15 billion, entitling the country to receive subsidised loans.However, due to the price reduction of petrol in the country, tax revenue decreased to Rs. 68 billion. Tax revenues were below the second-quarter indicative target by about 0.1 percent of GDP due in part to legal challenges to some revenue measures and to the fiscal effects of the plunge in international oil prices, said a press statement from the IMF mission. While progress has been made in addressing the structural impediments to higher and more inclusive growth, important challenges remain, such as steps to enhance the independence of the SBP, permanently resolve energy sector deficiencies, complete the legal framework for deposit insurance, and privatize or restructure public enterprises, noted the IMF.                        










",2/5/2015,pak imf talks conclude agreement for release of 518 milli,business,"['Pakistan', 'International', 'Monetary', 'Fund', 'IMF', 'IMF', 'Extended', 'Fund', 'Facility', 'EFF', 'Pakistani', 'IMFs', 'Management', 'IMF', 'Executive', 'Board', 'US', '$', 'Pakistan', 'IMF', 'Mission', 'Pakistan', 'Jeffery', 'Franks', 'IMF', 'Mission', 'Pakistan', 'Herald', 'Finger', 'Franks', 'IMF', 'Dubai', 'Ishaq', 'Dar', 'Pakistan', 'IMF', 'National', 'Action', 'Plan', 'NAP', 'IDPs', 'Pakistan', 'Dar', 'Pakistans', 'IMF', 'IMF']","['I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-LOC', 'I-ORG', 'I-ORG']"
23,"KARACHI: The final shipment of Chinese manufactured Rail Engines arrived in Pakistan on Friday. Federal Railways Minister, Khwaja Saad Rafique says, the inclusion of the new engines will help ease the shortfall faced by Pakistan Railways. The shipment includes 2000 and 3000-horse-power engines which will be used to pull freight bogeys. Rafique told journalists, the inclusion of 15 new engines has brought Pakistan Railways total strength to 268 engines however more engines are still required.  










",2/6/2015,final shipment of 15 chinese engines arrives at karachi por,business,"['KARACHI', 'Chinese', 'Rail', 'Engines', 'Pakistan', 'Federal', 'Railways', 'Khwaja', 'Saad', 'Rafique', 'Pakistan', 'Railways', 'Rafique', 'Pakistan', 'Railways']","['I-ORG', 'I-MISC', 'I-ORG', 'I-MISC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-PER', 'I-ORG', 'I-ORG']"
24,"London: Oil prices extended gains on Friday at the end of a volatile trading week, as markets awaited the release of key US jobs data.US benchmark West Texas Intermediate (WTI) for March delivery jumped $1.41 from Thursday´s close to $51.89 a barrel.Brent North Sea crude for March rallied $1.64 to $58.21 a barrel in London afternoon deals. WTI on Thursday jumped $2.73 in New York and Brent advanced $2.41, erasing earlier losses. ""It has been a fairly volatile but robust week for the oil market,"" said Myrto Sokou, senior research analyst at Sucden brokers.""Crude oil inventories continue to remain fairly high following ongoing large builds of crude stocks in recent weeks.""All eyes were on the United States and its eagerly-awaited jobs report due Friday that is expected to show the world´s biggest economy added 235,000 jobs last month, a slowdown from December, according to analysts´ forecasts.Oil prices plunged by about 60 percent from their June peaks to a six-year low last week, largely owing to a surge in global reserves boosted by robust US shale production.The problem was exacerbated in November after the OPEC cartel insisted that it would maintain output levels despite plunging prices. The 12-nation group pumps about 30 percent of global crude. (AFP)                        










",2/6/2015,oil extends gains before us jobs d,business,"['London', 'US', 'US', 'West', 'Texas', 'Intermediate', 'WTI', 'Brent', 'North', 'Sea', 'London', 'WTI', 'New', 'York', 'Brent', 'Myrto', 'Sokou', 'Sucden', 'United', 'States', 'US', 'OPEC', 'AFP']","['I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG']"
25,"ISLAMABAD: The Ministry of Water and Power issued a statement on Friday saying that the contract to supply 650MW of electricity to K-Electric cannot be renewed.The ministry went on to say that K-Electric should ensure its own production at full capacity to meet the demands.It further said that in case of an emergency shortage, at most 200 to 300MW could be provided.A summary of the decision has been sent to Prime Minister Nawaz Sharif.According to a K-Electric spokesperson, he warned that if the supply is stopped then there could be a possible blackout in the city as the company has no backup plan. He also said that the matter of the ministry not supplying the requirement is sub judice and could lead to contempt of court. Meanwhile, Karachi Chamber of Commerce & Industry President Iftikhar Ahmed Vohra said that if the national grid fails to provide the required demand, industrial production may be heavily affected.He demanded from the government that it should reconsider the supply of 650MW and include it in the contract.On January 26, the ministry had directed the National Power Control Centre (NPCC) not to suspend electricity supply to K-Electric following the expiry of the power distributors 5-year agreement for 650 MW supply on January 25. According to sources, a renewed contract with fresh conditions was under consideration earlier. 










",2/6/2015,contract for 650mw supply to k electric cannot be renewed ministry,business,"['ISLAMABAD', 'Ministry', 'of', 'Water', 'and', 'Power', 'K', '-', 'Electric', 'K', '-', 'Electric', 'Nawaz', 'Sharif', 'K', '-', 'Electric', 'Karachi', 'Chamber', 'of', 'Commerce', '&', 'Industry', 'Iftikhar', 'Ahmed', 'Vohra', 'National', 'Power', 'Control', 'Centre', 'NPCC', 'K', '-', 'Electric']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
